Position;Business Name;Address;Phone Number;Email;Website;Category
1396;SALÓN TEREZKA;Holubyho 28, 90201 Pezinok;421904818751;http://www.ocplus.sk/obchod-SALON-TEREZKA,60.html#abecedne,60;http://www.ocplus.sk/obchod-SALON-TEREZKA,60.html#abecedne,60;Kaderníctvo , holičstvo
1397;Bodense Dámska móda;Holubyho 28, 90201 Pezinok;421914127705;ivemar@pobox.sk;http://ocplus.sk/obchod-Bodense-Damska-moda,53.html#abecedne,53;Odevy , dámske
1398;TEPOLUX;Muškátova 22, 90201 Pezinok;421948405928;tepolux@tepolux.sk;http://www.tepolux.sk;Budovy - údržba , upratovanie
1399;Šedivá Silvia;Pezinok 5628/2, 90201 Pezinok;421903720560;;;Kaderníctvo , holičstvo
1400;Čerpacia stanica OMV;Bratislavská, 90201 Pezinok;421336423266;https://www.omv.sk;https://www.omv.sk;Čerpacie stanice
1401;Saloneva - Kaderníctvo;Holubyho 65/37, 90201 Pezinok;421907472793;http://www.salonevabjuhasova.webnode.sk;http://www.salonevabjuhasova.webnode.sk;Kaderníctvo , holičstvo
1402;Božena Fialová;Muškátova 1669/7, 90201 Pezinok;421907508636;;;Kaderníctvo , holičstvo
1403;Zuzana Lipárová;Majakovského 2672/21, 90201 Pezinok;421904665470;;;Upratovacie služby
1404;IDK s.r.o.;Komenského 1231/18, 90201 Pezinok;421905485056;;;Reklama - agentúry
1405;SERAFINA, s. r. o.;Suvorovova 1633/28, 90201 Pezinok;421905986627;info@serafina.sk;http://www.serafina.sk;Upratovacie služby
1406;IMPEXALL, s.r.o.;Záhradná 1385/13, 90201 Pezinok;421903393817;http://ww.motokary-predaj.sk;http://ww.motokary-predaj.sk;Automobily - príslušenstvo a doplnky
1407;PROPERT s. r. o.;Komenského 1276/20, 90201 Pezinok;421911678300;;;Upratovacie služby
1408;NEWSPOWER s.r.o.;Svätoplukova 2639/35, 90201 Pezinok;421902645683;;;Kaderníctvo , holičstvo
1409;Remšíková Ivana JUDr.;Suvorovova 8, 90201 Pezinok;421336401167;remsikova@advokat-pezinok.sk;http://www.advokat-pezinok.sk;Advokáti
1410;GEOALFA, s.r.o.;Jiráskova 1048/4, 90201 Pezinok;421903441250;;;Upratovacie služby
1411;Jaroslava Pastorková;Banícka 2140/46, 90201 Pezinok;421903524096;;;Kaderníctvo , holičstvo
1412;Vladimír Barbierik;Muškátova 2600/22, 90201 Pezinok;421915835002;;;Kovy - povrchová úprava
1413;VAPOS ORAVA, s.r.o.;Senecká, 90201 Pezinok;421336413194;;;Drevo - spracovanie
1414;Čerpacia stanica Slovnaft;Bratislavská, 90201 Pezinok;421336422048;http://www.slovnaft.sk;http://www.slovnaft.sk;Čerpacie stanice
1415;HB - SLOVAKIA s.r.o.;Komenského 1217/29, 90201 Pezinok;421336405665;http://www.hbslovakia.sk;http://www.hbslovakia.sk;Oleje , priemyselné
1416;Horváth Vojtech, JUDr.;Holubyho 64/35, 90201 Pezinok;421336413699;vhorvath@next-com.sk;;Advokáti
1417;FERAD Hamšík František;Bratislavská 193/75, 90201 Pezinok;421336406385;;;Nábytok , záhradný
1418;CBA Slovakia s.r.o.;Bystrická 2485/28, 90201 Pezinok;421336423649;;;Potraviny - predaj
1419;INT-PED s.r.o.;Hollého 1078/2, 90201 Pezinok;421336412120;;;Lekári , všeobecní pre deti a dorast
1420;PÁLEŠOVÁ JELA;Radničné námestie 53/1, 90201 Pezinok;421336412316;;;Reklama - agentúry
1421;Clean-tonery, s.r.o.;Moyzesova 1671/6, 90201 Pezinok;421336412597;obchod@clean-tonery.sk;http://www.clean-tonery.sk;Kancelárska technika , vybavenie , potreby
1422;LACO - ZÁKAZKOVÉ ŠITIE;Moyzesova 1676/16, 90201 Pezinok;pánske;;;Odevy , pánske
1423;FEST-GLAS, spol. s r.o.;Holubyho 88/83, 90201 Pezinok;421336413214;info@festglas.sk;http://www.festglas.sk;Sklo , tabuľové a špeciálne
1424;AUTOOPRAVŇA NEMEC;Šenkvická cesta 2166/1, 90201 Pezinok;421336454980;;;Automobily - príslušenstvo a doplnky
1425;AP Service, s.r.o.;Nálepkova 2326/6, 90201 Pezinok;apservice@apservice.sk;apservice@apservice.sk;;Tlačiarenské stroje , zariadenia a potreby
1426;LIPERA SK s.r.o.;Bernolákova 1542/18, 90201 Pezinok;421336402214;http://www.lipera.sk/#;http://www.lipera.sk/#;Vinárstvo - potreby
1427;Ferad - František Hamšík;Šancová 1103/26, 90201 Pezinok;421903439265;;;Nábytok , záhradný
1428;Tyko Lukáš JUDr.;Banícka 2112/61, 90201 Pezinok;421905984742;lukas.tyko@gmail.com;;Advokáti
1429;DAMON TRADE s.r.o.;Moyzesova 1673/10, 90201 Pezinok;421905237847;damon@damon.sk;http://www.damon.sk;Nábytok , kuchynský
1430;MOJŽIŠOVÁ Eva Mgr.;Generála Svobodu 16, 90201 Pezinok;421903757266;mojzisova@akmojzis.sk;;Advokáti
1431;Maťusová Zuzana, Ing.;Šafárikova 1040/22, 90201 Pezinok;421907137181;;;Odevy - výroba
1432;Bowling u Feriho;Sládkovičova 1147/14, 90201 Pezinok;421911511511;http://www.bowlinguferiho.sk;http://www.bowlinguferiho.sk;Športové združenia , telovýchovné jednoty
1433;B.V. Design s.r.o.;Hroznová 4727/15, 90201 Pezinok;421903369655;;;Public relations
1434;M.S. Logistics s. r. o.;Bratislavská 197/83, 90201 Pezinok;421948364820;;;Nákladné automobily - doprava a preprava
1435;BETA - CAR s.r.o.;Drevárska 1649/23, 90201 Pezinok;421948282480;betacar@betacar.sk;http://www.betacar.sk;Vysokozdvižné a prepravné vozíky , plošiny
1436;MOJŽIŠ Andrej Mgr.;Generála Svobodu 16, 90201 Pezinok;421905606852;mojzis@akmojzis.sk;;Advokáti
1437;Tahotný Matúš - AUTODOPRAVA;Kupeckého 740/49, 90201 Pezinok;421907165484;;;Nákladné automobily - doprava a preprava
1438;Peter Kollár;1. Mája 1747/6, 90201 Pezinok;421904528789;;;Upratovacie služby
1439;POLAKOVIČOVÁ ALENA JUDr.;Mýtna 1160/15, 90201 Pezinok;421904327953;apolakovicova@mail.t-com.sk;;Advokáti
1440;DAGMAR JEŽOVIČOVÁ;L. Novomeského 2728/10, 90201 Pezinok;421903422943;;;Upratovacie služby
1441;Ňaňková Kristína Mgr.;L. Novomeského 9, 90201 Pezinok;421911336915;kristina.nankova@gmail.com;;Advokáti
1442;BRAMAS spol. s r.o.;1. Mája 2676/45, 90201 Pezinok;421948410588;;;Reklama - agentúry
1443;MILK-AGRO, spol. s r.o.;M. R. Štefánika 32, 90201 Pezinok;421336402681;;;Potraviny - predaj
1444;Švestková Mária, JUDr.;Meisslova 1605/6, 90201 Pezinok;421903474738;http://www.svestkova.szm.sk;http://www.svestkova.szm.sk;Advokáti
1445;Roštárová Barbora JUDr.;Radničné námestie 1, 90201 Pezinok;421905792135;barbora.rostarova@gmail.com;http://www.akrostarova.sk;Advokáti
1446;Quatro Print spol. s r.o.;Šenkvická cesta 14, 90201 Pezinok;421336408599;obchod@quatroprint.sk;http://www.quatroprint.sk;Tlačiarenské stroje , zariadenia a potreby
1447;Miroslav Reichbauer MIMOTRANS;Muškátova 2602/26, 90201 Pezinok;421905299076;;;Nákladné automobily - doprava a preprava
1448;Fitkoníček - fitnes a relaxačné centrum;Jesenského 8, 90201 Pezinok;421905600516;fitkonicek@gmail.com;http://www.fitkonicek.sk;Fitness a relaxačné centrá
1449;Švec Ľudovít - STORM;Kupeckého 750/69, 90201 Pezinok;421336402667;http://www.stormwear.sk;http://www.stormwear.sk;Odevy , športové
1450;Gašková Petra, JUDr.;Šenkvická cesta 3, 90201 Pezinok;421905803833;petra.gaskova@gmail.com;;Advokáti
1451;Flaga - čerpacia stanica LPG;Šenkvická 14/R, Pezinok;850606303;zakaznicke@flaga.sk;http://flagask.sk/sk/;Čerpacie stanice
1452;Čerpacia stanica Slovnaft;Šenkvická 25, 90201 Pezinok;421336453033;http://www.slovnaft.sk;http://www.slovnaft.sk;Čerpacie stanice
1453;CBA Slovakia s.r.o.;Trnavská 18, 90201 Pezinok;421336422418;;;Potraviny - predaj
1454;CBA Slovakia s.r.o.;1. mája 1757/4, 90201 Pezinok;421336432097;;;Potraviny - predaj
1455;Čaputová Zuzana Mgr.;Radničné námestie 45/3, 90201 Pezinok;421905111131;;;Advokáti
1456;KORČEKOVÁ Emília JUDr.;Malacká Cesta 2214/2, 90201 Pezinok;421905283880;emiliak229@gmail.com;;Advokáti
1457;Čechová Mária Mgr.;Kapitána Jaroša 2354/9, 90201 Pezinok;421903231436;;;Advokáti
1458;Martincová Zuzana JUDr.;Radničné námestie 53/1, 90201 Pezinok;421905516159;zuzana@martinec.sk;;Advokáti
1459;MARCO - SPEDITION, s.r.o.;Šenkvická cesta 2162/12, 90201 Pezinok;421903265321;marcospedition@gmail.com;http://www.marcosped.sk;Doprava , medzinárodná
1460;DAG club - Kvetoslava Romanová;SNP 364/82, 90201 Pezinok;421903716600;http://www.dagclub.sk;http://www.dagclub.sk;Fitness a relaxačné centrá
1461;Mgr. Lucia Karabínošová - GABRIELA;Holubyho 74/55, 90201 Pezinok;421903456310;;;Prekladatelia a tlmočníci
1462;EDUŠO Kratky Robert;Muškátová 3803/27, 90201 Pezinok;421336405010;;;Jedlá hotové a potravinové polotovary
1463;ITC Group, s. r. o.;Šenkvická cesta 14, 90201 Pezinok;421336453131;baliace siete;;Balenie , baliarne , baliace siete
1464;Guštafík Jozef G + G;Cajlanská 81, 90201 Pezinok;421336403224;;;Cukrárne
1465;Krasňanská Soňa JUDr.;Trnavská 2292/49, 90201 Pezinok;421336401243;krasnanska@stonline.sk;;Advokáti
1466;Pozemkový a lesný odbor;M. R. Štefánika 15, 90201 Pezinok;421335921326;;;Katastrálne , stavebné a pozemkové úrady
1467;Mičunek Pavel JUDr.;Holubyho 65/37, 90201 Pezinok;421336413038;;;Advokáti
1468;VHSE Slovakia s.r.o.;M. R. Štefánika 27, 90201 Pezinok;421336405083;;;Potraviny - predaj
1469;Odbor cestnej dopravy a pozemných komunikácií;Radničné námestie 9, 90201 Pezinok;421336412224;ocdpk.pk@minv.sk;http://www.minv.sk/?odbor-cestnej-dopravy-a-pozemnych-komunikacii-5;Ostatné úrady a inštitúcie
1470;CENTRUM PEDAGOGICKO - PSYCHOLOGICKÉHO PORADENSTVA A PREVENCIE;Hollého 1078/2, 90201 Pezinok;421336404388;;;Pedagogické a psychologické poradenstvo
1471;Štrbová Kvetoslava, Mgr. - STAVEBNINY STAVKVET;Moyzesova 4039/8, 90201 Pezinok;421336405220;;;Stavebniny , stavebný materiál
1472;Mgr. Štefan Bittner - tréner tenisu;Suvorovova 2627/46, 90201 Pezinok;421915957867;http://www.trenertenisu.sk;http://www.trenertenisu.sk;Tenisové kluby a kurty
1473;CENTRUM PEDAGOGICKO - PSYCHOLOGICKÉHO PORADENSTVA A PREVENCIE;M. R. Štefánika 15, 90201 Pezinok;421336412269;;;Pedagogické a psychologické poradenstvo
1474;ZÁRUBA PETER MUDr. - VŠEOBECNÝ LEKÁR;Hollého 1078/2, 90201 Pezinok;421336412444;;;Lekári , všeobecní pre dospelých
1475;Boris Šuran - Montáž a servis brán;Mierová 1740/9, 90201 Pezinok;421336432818;gass3@azet.sk;http://www.skbrany.sk;Dvere , brány a vráta
1476;VPS s.r.o. vinohradníctvo Pavelka Sobolič;Farská 142/4, 90201 Pezinok;421336451064;vino@pavelkavino.sk;http://pavelkavino.sk;Vína , sekty , aperitívy
1477;J.L.TRADE s. r. o.;Obrancov mieru 2506/52, 90201 Pezinok;421911606065;;;Elektroinštalácie , elektroinštalačný materiál
1478;Horníková Sylvia - Neštátna zubná technika;Hollého 1078/2, 90201 Pezinok;421903475930;;;Zubná technika , laboratóriá
1479;Chovateľská stanica Vita da Bestia;Cajlanská 1854/173, 90201 Pezinok;421911714294;http://www.hrubosrstyjazvecik.wbl.sk;http://www.hrubosrstyjazvecik.wbl.sk;Chovatelia , potreby pre chovateľov
1480;STAVEBNÁ ČINNOSŤ Šimovič Milan, Ing.;Za koníčkom 1341/7, 90201 Pezinok;421336413890;;;Stavebné firmy , spoločnosti
1481;Kaderníctvo MARTINA;Svätoplukova 2642/20, 90201 Pezinok;421903566453;janapk@pobox.sk;;Kaderníctvo , holičstvo
1482;Tichý Anton JUDr.;M. R. Štefánika 30/20, 90201 Pezinok;421336411251;iurico@euroweb.sk;;Advokáti
1483;VPS s.r.o. vinohradníctvo Pavelka Sobolič;Šenkvická cesta, 90201 Pezinok;421336451064;vino@pavelkavino.sk;http://pavelkavino.sk;Vína , sekty , aperitívy
1484;FEST-GLAS, spol. s r.o.;Šenkvická cesta 2615/5, 90201 Pezinok;421336405864;;;Sklo , tabuľové a špeciálne
1485;SPONZIA, UK - 2 - Butyka Miloš;Zigmundíkova 645/1, 90201 Pezinok;potreby pre chovateľov;;;Chovatelia , potreby pre chovateľov
1486;BRAMAS, spol. s r.o.;Myslenická 3119/253, 90203 Pezinok;421910690290;;;Reklama - agentúry
1487;timotejos, s. r. o.;Myslenická 3160/58, 90203 Pezinok;421903208724;;;Reklama - agentúry
1488;Bučurič Dominik JUDr.;M. R. Štefánika 1, 90201 Pezinok;421944114988;;;Advokáti
1489;AMADO Ice cream factory;Myslenická 2/C, 90201 Pezinok;421333214468;http://www.molo.sk/obchod/36-amado-ice-cream-factory;http://www.molo.sk/obchod/36-amado-ice-cream-factory;Cukrárne
1490;Klimek Roman, JUDr.;Radničné námestie 42/5, 90201 Pezinok;421336413175;roman.klimek@stonline.sk;;Advokáti
1491;Marian Benčurik - BENPROTRANS;Myslenická 3046/95, 90203 Pezinok;421910228936;;;Nákladné automobily - doprava a preprava
1492;Ovčiariková Alica, Ing. A.O.;Kukučínova 633/37, 90201 Pezinok;421336402669;alica.ovciarikova@gatx.sk;;Prekladatelia a tlmočníci
1493;Klemová Eva JUDr.;M. R. Štefánika 1, 90201 Pezinok;421336413346;klemova@hotmail.sk;;Advokáti
1494;KO. MA. CO;Pekníkova 1, 81001 Pezinok;421336402320;;;Potraviny - predaj
1495;AUTOPOŽIČOVŇA - LENKA;Sládkovičova 1148/16, 90201 Pezinok;421336401019;http://www.autopozicovna-lenka.sk;http://www.autopozicovna-lenka.sk;Automobily - príslušenstvo a doplnky
1496;MOJŽÍŠOVÁ ELENA MUDr.;Hollého 1078/2, 90201 Pezinok;421336412445;;;Očné lekárstvo
1497;Step - trendová obuv;Myslenická 2/C, 90201 Pezinok;421905235131;http://www.molo.sk/obchod/30-step-trendova-obuv-a-kabelky;http://www.molo.sk/obchod/30-step-trendova-obuv-a-kabelky;Obuv - predaj
1498;Rusnák Štefan EKOS sk.fy;Hečkova 3404/11, 90203 Pezinok;421336423317;;;Stavebné firmy , spoločnosti
1499;BIANCONERI boutique&café;Myslenická 2/C, 90201 Pezinok;421948596828;info@bianconeri.sk;http://www.bianconeri.sk/boutique-cafe-pezinok/;Odevy , dámske
1500;KO. MA. CO.;SNP 283/1, 90201 Pezinok;421336402080;;;Potraviny - predaj
1501;Feketová Iveta, MUDr.;Hollého 1078/2, 90201 Pezinok;421336412444;http://www.vasapediatricka.com/;http://www.vasapediatricka.com/;Lekári , všeobecní pre deti a dorast
1502;Galanová Jana, Mgr.;Hollého 1078/2, 90201 Pezinok;421903476669;ambulancia@galanova.sk;http://www.galanova.sk/;Psychológia , klinická
1503;TEGRA, s. r. o.;1.mája 43 43, 90201 Pezinok;holičstvo;;;Kaderníctvo , holičstvo
1504;BODOROVÁ MARTA - MARTON;Holubyho 86/79, 90201 Pezinok;421917675106;;;Obuv - opravy
1505;Stredná odborná škola;Komenského 1216/27, 90201 Pezinok;421336442016;sekretariat@soskompk.sk;http://www.soskompk.sk;Školy , stredné
1506;AT - Clip s.r.o.;Hrnčiarska 371/3, 90201 Pezinok;421336402532;predajpc@atclip.sk;;Počítače - predaj , prenájom
1507;RG Shop plus s.r.o.;Meisslova 2, 90201 Pezinok;421907788877;rastor69@gmail.com;http://rgshopplus.sk;Telekomunikácie , telekomunikačné služby
1508;Gottschall Vladimír, JUDr.;Mladoboleslavská 1366/6, 90201 Pezinok;421903414805;advokat.gottschall@gmail.com;http://www.akgottschall.sk;Advokáti
1509;Virgovič Peter - PLV;Cintorínska 3241/41, 90203 Pezinok;421905122287;https://krtkovaniekanalizaciabratislava.sk;https://krtkovaniekanalizaciabratislava.sk;Stavebné stroje a zariadenia - požičovne
1510;KVAČALA MOJMÍR MUDr. - VŠEOBECNÝ LEKÁR;Hollého 1078/2, 90201 Pezinok;421336412444;;;Lekári , všeobecní pre dospelých
1511;NOVAK&NOVAK, s.r.o.;Kalinčiakova 8, 90201 Pezinok;421903433527;valeria.novakova@klobuky-ozdoby.sk;http://www.klobuky-ozdoby.sk;Odevy - predaj
1512;FILIPOVIČOVÁ IVETA MUDr.;Hollého 1078/2, 90201 Pezinok;421336412444;;;Lekári , všeobecní pre deti a dorast
1513;Kaderníctvo Martina;Svätoplukova 20/2202, 90201 Pezinok;421905922804;martinapk@pobox.sk;;Kaderníctvo , holičstvo
1514;DIAMANT UNIPOOL s.r.o.;Talihov dvor 3, 90201 Pezinok;421902883544;bazeny@bazenyprofi.sk;http://www.bazenyprofi.sk;Bazény , sauny - výroba , predaj
1515;Martincová Zuzana, JUDr.;Moyzesova 1678/2/A, 90201 Pezinok;421905516159;zuzana@martinec.sk;http://www.akmartincova.sk/;Advokáti
1516;LASER SERVIS spol. s r.o.;Na Bielenisku 4, 90201 Pezinok;421905164656;scevik@laserservis.sk;http://www.laserservis.sk;Kancelárska technika , vybavenie , potreby
1517;Mariana Nováková - rehabilitácie;Holubyho 79/65, 90201 Pezinok;421948467027;fyziatria a balneológia;;Rehabilitácia , liečebná , fyziatria a balneológia
1518;Kameň a zdravie - Mgr. Silvio Michal;Drevárska 23, 90201 Pezinok;421336404137;info@kamenazdravie.sk;http://www.kamenazdravie.sk;Darčekové predmety
1519;MatraSvet SK s. r. o.;Šenkvická cesta 12/F, 90201 Pezinok;421904833554;kontakt@matrasvet.sk;http://matrasvet.sk;Nábytok , čalúnený
1520;MOLET LÍNIA s.r.o.;Myslenická 2, 90201 Pezinok;421903724083;moletlinia@moletlinia.eu;http://moletlinia.eu;Odevy - predaj
1521;Notársky úrad, JUDr. Lucia Chovancová - notár;Radničné námestie 44/7, 90201 Pezinok;421336408130;lucia.chovancova@notar.sk;https://notar-lucia-chovancova.business.site;Notári
1522;Detoxikačné a výživové poradenstvo Korina Lindnerová;Farská 14, 90201 Pezinok;421905964116;info@detoxikujem.sk;http://www.detoxikujem.sk;Alternatívna medicína a liečitelia
1523;LOCK service, s.r.o. - bezpečnostné systémy;Suvorovova 2623/42, 90201 Pezinok;421948066146;http://www.lock.sk;http://www.lock.sk;Zabezpečovacie zariadenia a systémy
1524;Centrum pedagogicko-psychologického poradenstva a prevencie;M. R. Štefánika 8/15, 90201 Pezinok;pp.poradna@gmail.com;pp.poradna@gmail.com;http://www.cpppappezinok.sk/;Pedagogické a psychologické poradenstvo
1525;Tóth Richard, Ing. - ALEX;Hrnčiarska 4966/2A, 90201 Pezinok;421905299621;alex@alex.sk;http://www.alex.sk;Prekladatelia a tlmočníci
1526;PONY SK s.r.o.;Šenkvická 15, 90201 Pezinok;421917864880;pony@pony.sk;http://www.pony.sk;Automobily - výroba , úpravy
1527;Vôňa Domova;Cintorínska 3238/35, 90203 Pezinok;421917629576;pkspirit145@gmail.com;http://vona-domova.eu;Upratovacie služby
1528;EVER Trade s.r.o.;Jesenského 2759, 90201 Pezinok;421336422606;info@evertrade.sk;http://www.evertrade.sk;Vinárstvo - potreby
1529;ZFP akadémia;Holubyho 28, 90201 Pezinok;421903720560;sedivasilvia@gmail.com;http://www.ocplus.sk/obchod-ZFP-akademia,79.html#abecedne,79;Finančné , investičné poradenstvo
1530;OPTIKA & FOTO;Holubyho 28, 90201 Pezinok;421336412680;fotooptic@zoznam.sk;http://studioneumann.wbl.sk;Očná optika
1531;L&J centrum zdravia;Holubyho 28, 90201 Pezinok;421904038251;http://ocplus.sk/obchod-L-and-J-centrum-zdravia,63.html#abecedne,63;http://ocplus.sk/obchod-L-and-J-centrum-zdravia,63.html#abecedne,63;Zdravá výživa , doplnky a biopotraviny
1532;EXPERIENCE COMPANY s. r. o.;Veltlínska, 90201 Pezinok;421903447548;;;Kaderníctvo , holičstvo
1533;KYBEKO v.o.s.;Hrnčiarska 420/101, 90201 Pezinok;421336402691;pančuchový tovar;;Pančuchy , ponožky , pančuchový tovar
1534;KYBEKO v.o.s.;Trnavská 1711/8, 90201 Pezinok;421336402474;pančuchový tovar;;Pančuchy , ponožky , pančuchový tovar
1535;OSAN BRATISLAVA a.s.;Bratislavská 197/83, 90201 Pezinok;421336402299;osan@osan-bratislava.sk;http://www.osan-bratislava.sk;Náradie a nástroje - opravy
1536;ZWDENT s.r.o.;Hollého 1078/2, 90201 Pezinok;421336412124;;;Zubní lekári - praktickí zubní lekári
1537;IGES, s.r.o.;Komenského 1217/29, 90201 Pezinok;421336475519;;;Geodézia , geodeti
1538;LEMMON Slovakia s.r.o.;Schaubmarova 5, 90201 Pezinok;421903109901;lemmon@slovanet.sk;http://www.lemmonslovakia.sk;Reklama - agentúry
1539;LICEOR s.r.o.;Bratislavská 197/83, 90201 Pezinok;421903716900;info@liceor.sk;http://www.liceor.sk;Aukčné siene , dražby
1540;BELADENT s.r.o.;Senecká 1177/1, 90201 Pezinok;421903456206;;;Zubní lekári - praktickí zubní lekári
1541;KARLOTT Kuttnerová Zuzana;Kollárova 4439/11, 90201 Pezinok;421336413130;;;Kaderníctvo , holičstvo
1542;LEON global s.r.o.;Svätoplukova 2740/15, 90201 Pezinok;421903215689;;;Upratovacie služby
1543;Daniela Homolová DANIELA;Svätoplukova 2635/31, 90201 Pezinok;421910961111;;;Upratovacie služby
1544;Paradis hairdesign s. r. o.;Hollého 1079/4, 90201 Pezinok;421907745065;http://www.paradis.sk;http://www.paradis.sk;Kaderníctvo , holičstvo
1545;DEBRO - Mário Debrecký;Kupeckého 787/42, 90201 Pezinok;421903206236;;;Reklama - agentúry
1546;AD Sun s.r.o.;Bratislavská 245/90, 90201 Pezinok;421948229177;;;Reklama - agentúry
1547;Karpatské gazdinky s.r.o.;Hroznová 2595/8, 90201 Pezinok;421905102695;gazdinky@atlas.sk;http://www.karpatskegazdinky.sk;Upratovacie služby
1548;Imrich Lipár LIMA;Majakovského 2672/21, 90201 Pezinok;421914215065;;;Upratovacie služby
1549;KADERNÍCTVO A KOZMETIKA - JANA;Talianska 63, 90201 Pezinok;421903551779;;;Kaderníctvo , holičstvo
1550;BOĎOVÁ DAGMAR;M. R. Štefánika 10, 90201 Pezinok;421336403865;;;Čerpacie stanice , Účtovníctvo
1551;MBK Mládežnícky Basketbalový klub;Komenského 1216/27, 90201 Pezinok;421336423043;;;Športové združenia , telovýchovné jednoty
1552;COOP JEDNOTA BRATISLAVA, s.d.;Svätoplukova 2712/11, 90201 Pezinok;421336400010;;;Potraviny - predaj
1553;Macháček Eduard - HEM;Šenkvická cesta 2166/1, 90201 Pezinok;;;;Automobily - príslušenstvo a doplnky
1554;SEDOPS - Ing. ŠVORC JOZEF;Švermova 2403/3, 90201 Pezinok;;;;Nákladné automobily - doprava a preprava
1555;AUTOTRANS - E.K. s.r.o.;Drevárska 1649/23, 90201 Pezinok;421336423232;http://www.autotrans.sk;http://www.autotrans.sk;Nákladné automobily - doprava a preprava
1556;PERUN - ZÁHRADNÉ ARCHITEKTONICKÉ PRVKY;Svätoplukova 2739/13, 90201 Pezinok;záhradný;;;Nábytok , záhradný
1557;IT STUDIO Slovakia s. r. o.;M. R. Štefánika 90201, 90201 Pezinok;421905452926;;;Počítače - poradenstvo
1558;JUDr. Ivana Remšíková - advokátka;Holubyho 64/35, 90201 Pezinok;421336401167;http://www.advokat-pezinok.sk;http://www.advokat-pezinok.sk;Advokáti
1559;Stanislav Antala - GAZ - mont;Zámocká 849/20, 90201 Pezinok;421911720614;;;Plyn - inštalácia , rozvod
1560;Baňák Vladimír BV POOL;Slnečná 917/6, 90201 Pezinok;421911999248;predaj;;Bazény , sauny - výroba , predaj
1561;Rybárik Stanislav - TOP PREPRAVA;Svätoplukova 2666/2, 90201 Pezinok;421949265857;;;Nákladné automobily - doprava a preprava
1562;BIZI - Rastislav Biznár;M. R. Štefánika 30/20, 90201 Pezinok;421903409639;;;Reklama - agentúry
1563;CCM Partner s. r. o.;1. Mája 1729/17, 90201 Pezinok;421903781699;;;Reklama - agentúry
1564;FELŠÖCIOVÁ Zdenka JUDr. Mgr.;Rulandská 2569/6, 90201 Pezinok;421915956978;;;Advokáti
1565;Terno plus (pôvodne Terno);Svätoplukova 2712/11, 90201 Pezinok;421908770823;info@terno.sk;https://www.terno.sk;Potraviny - predaj
1566;SEDLÁK JUSTÍN JUDr. - BASKETBAL;Tolstého 3553/11, 90201 Pezinok;telovýchovné jednoty;;;Športové združenia , telovýchovné jednoty
1567;Ing. Jozef Tuma BATEA - stavebná spoločnosť;Pezinok 1, 90201 Pezinok;421948342182;;;Stavebné firmy , spoločnosti
1568;Susko Boris, JUDr., PhD.;Holubyho 102/18, 90201 Pezinok;421903204593;boriss@t-zones.sk;;Advokáti
1569;AUTOTRANS - E.K. s.r.o.;Glejovka 81, 90201 Pezinok;;;;Nákladné automobily - doprava a preprava
1570;ADVOKÁT MADŽO s.r.o.;Myslenická 17, 902 01 Pezinok;421908445520;DOROTTR@gmail.com;;Advokáti
1571;Madžo Emil, Mgr.;Myslenická 17, 902 01 Pezinok;421908445520;dorottr@gmail.com;;Advokáti
1572;AD Sun, s.r.o.;Moyzesova 1671/6, 90201 Pezinok;421336407396;;;Reklama - agentúry
1573;Novomestská Gordana, Mgr.;Bystrická 30, 902 01 Pezinok;421336423589;novomestsky@meracrest.com;;Advokáti
1574;PONY SK s.r.o.;Puškinova 2648/21, 90201 Pezinok;;;;Automobily - príslušenstvo a doplnky
1575;Selecký Pavol JUDr.;Holubyho 37, 902 01 Pezinok;421336413062;;;Advokáti
1576;A.D.P. Konzult k.s.;Šenkvická cesta 12/D, 90201 Pezinok;421903221697;potreby;;Kancelárska technika , vybavenie , potreby
1577;Jozef Valovič LKW - SERVIS;Šenkvická cesta 14/D, 90201 Pezinok;421948265989;jvalovic@lkw-servis.sk;http://www.lkw-servis.sk;Nákladné automobily , autobusy - opravy
1578;FELŠÖCI Ján JUDr. Ing.;M. R. Štefánika 1, 90201 Pezinok;421918419329;;;Advokáti
1579;Peter Králik B.V.S. servis;1. Mája 1745/8, 90201 Pezinok;421905202481;http://www.bazenypk.sk;http://www.bazenypk.sk;Bazény , sauny - výroba , predaj
1580;MONTÁŽ A SERVIS CHLADIACEJ A DOJACEJ TECHNIKY ICE;Banícka 2106/47, 90201 Pezinok;421336404685;ices@next-com.sk;http://www.icespezinok.sk/;Poľnohospodárske stroje a zariadenia
1581;STREDNÁ ODBORNÁ ŠKOLA POLICAJNÉHO ZBORU SR;Fajgalská cesta 2, 90201 Pezinok;421961546701;;;Školy , učilištia
1582;Krajňák Milan - SPEDITION - ZDRUŽENIE;Bratislavská 197/83, 90201 Pezinok;421905550603;julka@krajnak-spedition.sk;;Doprava , medzinárodná
1583;Burdan Jozef International-Transport;Malokarpatská 805/9, 90201 Pezinok;421336402754;jburdan@gmail.com;;Doprava , medzinárodná
1584;ČISTIACE A UPRATOVACIE SLUŽBY;Banícka 2113/63, 90201 Pezinok;421911422091;upratovanie.skv@gmail.com;;Upratovacie služby
1585;MV SR SEKCIA CIVILNEJ OCHRANY Bratislava;Cajlanská 1897, 90201 Pezinok;421336402460;http://www.minv.sk;http://www.minv.sk;Ostatné úrady a inštitúcie
